,Timestamp,signal_strength_RF,latency_RF,signal_strength_plc,latency_plc,usage
0,2023-05-05 12:00:00,-84.2741131853019,129.1229140198042,-84.11976310200815,25.94008182537916,0.4577856921685388
1,2023-05-05 13:00:00,-94.14315859405016,46.59838702175123,-87.80613082769133,15.937353981909514,0.3519559498048026
2,2023-05-05 14:00:00,-89.94963039687282,125.99498628542626,-116.57517559649536,14.709384279652598,0.4829480896834488
3,2023-05-05 15:00:00,-89.9479979740195,196.26493185548748,-82.96118290338804,21.727165092903093,0.6288383094013377
4,2023-05-05 16:00:00,-82.71875603156711,139.6923276201596,-85.0125741094262,26.058158432953675,0.3359744375461106
5,2023-05-05 17:00:00,-77.60536709242695,117.48386272604124,-98.61869164428356,20.606737743653778,0.3359771738418032
6,2023-05-05 18:00:00,-85.79664051405527,114.07115280487584,-74.13939861968873,15.5331437972844,0.6382021359178986
7,2023-05-05 19:00:00,-86.50732227722614,72.17279181909521,-50.2353309640384,23.89898280626277,0.5029057881921515
8,2023-05-05 20:00:00,-93.8087152269574,153.90945527360088,-70.10307339933556,20.07036982051686,0.2967542690108413
9,2023-05-05 21:00:00,-88.54373188572634,138.94049389788754,-97.60056368567882,23.43781426037233,0.4654266739309941
10,2023-05-05 22:00:00,-83.741521035357,66.98851211494218,-99.65173578835208,14.244070706570222,0.2977637178645896
11,2023-05-05 23:00:00,-88.49471289187527,92.57971596521097,-78.58596219136132,17.391786266451263,0.2973783744049572
12,2023-05-06 00:00:00,-96.55675713388013,21.829902503800827,-105.47420540353248,24.770495713434777,0.4153270452610057
13,2023-05-06 01:00:00,-88.29210495691319,133.88234824228073,-77.20348668088874,23.317864044244725,0.0561199592237003
14,2023-05-06 02:00:00,-85.18356531333707,160.95058910049832,-87.95391151071044,11.221927435054395,0.0875136945811612
15,2023-05-06 03:00:00,-98.824858766893,34.54732750914974,-82.29876477976542,19.01832920768344,0.2812854117931712
16,2023-05-06 04:00:00,-96.89175941299884,10.156734998043731,-105.5434977960247,15.615904821990414,0.2061948132775961
17,2023-05-06 05:00:00,-92.73453712914556,190.77508002412367,-65.74131849324084,17.95167180422286,0.4273745554325456
18,2023-05-06 06:00:00,-82.44335198026596,190.3336006522705,-93.13557135870316,19.60571147308169,0.2236626540797981
19,2023-05-06 07:00:00,-92.91947834585037,124.59997403067952,-77.06992051512952,24.83016111878459,0.1396160497774514
20,2023-05-06 08:00:00,-88.817998067546,190.3050653102516,-79.61500354357302,12.21027260457321,0.6192747948202592
21,2023-05-06 09:00:00,-90.6091919139766,76.94904372250602,-103.437033340852,20.88623753386485,0.3373706165855774
22,2023-05-06 10:00:00,-84.1457362198433,199.2830825444697,-98.46730809534776,12.60994798229584,0.3862547007813206
23,2023-05-06 11:00:00,-92.21845493981752,33.8589831017581,-90.87582011568584,20.04625995405288,0.1375419689644239
24,2023-05-06 12:00:00,-81.80292756785315,107.98564245822566,-69.98998147792403,25.990407545480107,0.2842695459124695
25,2023-05-06 13:00:00,-90.56308817929433,18.58226085320009,-104.26052950164336,26.207665314169247,0.3934870982849776
26,2023-05-06 14:00:00,-93.60400240976,101.34229151201276,-75.8560580448018,16.63521937285702,0.1831677370962828
27,2023-05-06 15:00:00,-83.43428548911075,64.35659185935717,-107.0556421033829,29.2124955764907,0.4376163363909453
28,2023-05-06 16:00:00,-100.2391385212714,37.04224020053013,-118.24398210046353,28.49208687805084,0.2748935516801992
29,2023-05-06 17:00:00,-92.5625410197182,141.67086638472298,-72.44270204129703,13.058615219522686,0.3263843750344538
30,2023-05-06 18:00:00,-89.42311297250933,129.05635115774552,-75.03762589844747,29.515160243709023,0.2747155646284339
31,2023-05-06 19:00:00,-90.47741722567896,161.6885783260816,-101.14532091023707,14.02888914350346,0.6837130307514896
32,2023-05-06 20:00:00,-86.70848794016332,185.5308368184012,-82.24961791064764,22.244022449726103,0.3727504625436777
33,2023-05-06 21:00:00,-82.25489154942174,164.4716837814743,-74.35762808843646,17.11528324878505,0.1987148451740166
34,2023-05-06 22:00:00,-85.41354907564562,89.98703218564197,-101.52635007015752,16.19675727965015,0.5120908186838649
35,2023-05-06 23:00:00,-89.52064233947583,112.50136901158098,-77.37150393681749,19.33172517993757,0.1715260583381629
36,2023-05-07 00:00:00,-88.94939945282594,194.9799353462003,-61.198388282269605,22.80750063543298,0.4098105991674593
37,2023-05-07 01:00:00,-94.71537075699018,95.91513710048864,-73.69277248463221,27.63613404853547,0.048388312686704
38,2023-05-07 02:00:00,-86.4539647916979,161.77405006249978,-101.16083838561872,25.36936945129624,0.1536356585169282
39,2023-05-07 03:00:00,-82.87696526791827,177.60489588693804,-88.90416399969364,21.722730997249023,0.4078102059781873
40,2023-05-07 04:00:00,-95.0599625677792,21.656090651529794,-91.09920855562412,22.17097699337013,0.4980777633325685
41,2023-05-07 05:00:00,-99.09829527149864,42.324413864573735,-95.38048884404368,28.45605490258848,0.4035613801983284
42,2023-05-07 06:00:00,-82.71091509310703,89.10322607862156,-100.46909253434532,10.683836611039048,0.3557252862686266
43,2023-05-07 07:00:00,-90.14966105658738,22.023084322160887,-81.37123921731919,16.848005958086535,0.3248160507351185
44,2023-05-07 08:00:00,-89.55573010721747,160.47097938873918,-88.39374508436272,29.32576764755241,0.1285796682720954
45,2023-05-07 09:00:00,-90.6795082360727,51.781143287704936,-86.02447006588483,13.721684022513251,0.2550259652675486
46,2023-05-07 10:00:00,-82.59156924993161,108.1823327088717,-78.15098887550064,19.62137463920682,0.2982268715067021
47,2023-05-07 11:00:00,-82.63986457141598,167.8601923047667,-85.22998593082374,18.632744157591183,0.5511870377031526
48,2023-05-07 12:00:00,-94.43351590182972,22.69558294533089,-66.3432863063927,18.74950369860335,0.432269714928077
49,2023-05-07 13:00:00,-86.62037630951316,87.56150944540411,-76.10217418944407,16.753993657736572,0.081159974106211
50,2023-05-07 14:00:00,-83.9995642073049,176.95442174635943,-78.31107501666389,11.646870826394082,0.4290139948991325
51,2023-05-07 15:00:00,-84.13475278832857,53.87377786289795,-61.2055665314992,11.973081499727572,0.3108196199306139
52,2023-05-07 16:00:00,-91.52824594941887,94.76807714262924,-98.42455882111332,24.771415599612634,0.2621796666156735
53,2023-05-07 17:00:00,-95.9108452772693,189.4907204682113,-102.32830312723736,27.268350270112844,0.4769460481401446
54,2023-05-07 18:00:00,-91.69253611409172,190.04499861736733,-59.47451786592804,21.86211458901105,0.5468332537493252
55,2023-05-07 19:00:00,-81.4465310320858,78.06845086091833,-98.84920512090603,29.00915710154592,0.5302133531860331
56,2023-05-07 20:00:00,-91.40745160358142,67.86394650520221,-104.77613166997097,25.81919576627257,0.2351304127962269
57,2023-05-07 21:00:00,-88.85400556284266,147.33566870432034,-60.80616562049556,10.9153248431361,0.3234646040247976
58,2023-05-07 22:00:00,-95.38320641768271,199.7491160876177,-88.72215861628932,17.95387450251028,0.430210571900594
59,2023-05-07 23:00:00,-97.0572825488324,20.15050449379979,-83.72723166849327,21.07856998006503,0.5375908545203932
60,2023-05-08 00:00:00,-102.7179709422102,37.02954658614168,-62.02050419866656,10.823249706403391,0.295137627025785
61,2023-05-08 01:00:00,-95.31617786633728,23.881833169915385,-88.87930343110173,17.581208931985145,0.3440568372226972
62,2023-05-08 02:00:00,-89.43800508368679,15.77625205214098,-69.03867507878809,16.586848378051222,0.190610837665662
63,2023-05-08 03:00:00,-91.7453249837349,49.737361974782445,-92.96402741595142,20.327047269259804,0.1756322293198882
64,2023-05-08 04:00:00,-92.33853100162833,83.4957009398218,-100.57761893232876,19.547174090574305,0.510420970399033
65,2023-05-08 05:00:00,-91.39046711779253,97.90933964929346,-99.29704167332692,14.378146839543838,0.6010400047618039
66,2023-05-08 06:00:00,-80.115876488784,164.30176824140025,-97.26072599224398,11.68833219695368,0.3629983130699444
67,2023-05-08 07:00:00,-93.86123039370582,48.515347174372565,-93.00180867743452,22.012723499963304,0.5422554829820041
68,2023-05-08 08:00:00,-95.5232803238955,15.35963563029053,-69.38773601865086,23.00191405678128,0.4352726708412724
69,2023-05-08 09:00:00,-84.21938863187076,193.7839654928526,-82.62276202996725,19.866866226307472,0.2674800408991459
70,2023-05-08 10:00:00,-85.81466263831156,190.45041412180788,-91.53953879276872,23.8285369798767,0.435232600918069
71,2023-05-08 11:00:00,-90.06327609658679,165.38915740405054,-88.64095394651869,17.0134636171514,0.6313394277443282
72,2023-05-08 12:00:00,-85.74185661107843,142.5965799461473,-92.4574986810698,12.671226149583523,0.3690289934816748
73,2023-05-08 13:00:00,-81.60596352168058,78.69615134348248,-71.92983501383064,21.4668230840596,0.6357739426356678
74,2023-05-08 14:00:00,-103.16216772247066,46.35256172905257,-86.53983173286814,17.69269336023174,0.0
75,2023-05-08 15:00:00,-87.86505311061843,109.04536669903504,-107.75730021149408,21.38041404364733,0.511983750729204
76,2023-05-08 16:00:00,-87.59872918457569,90.10960338084354,-97.6192284488612,19.192166262772904,0.3895078447063619
77,2023-05-08 17:00:00,-89.66201362297338,69.03842906976332,-104.1384854866582,21.40428257955193,0.3251654415890221
78,2023-05-08 18:00:00,-84.90427233508338,175.93472407820315,-81.3745473928283,19.584328384380346,0.390293462755917
79,2023-05-08 19:00:00,-91.64492323943924,101.32310707837046,-65.73358428684793,22.82693587576491,0.0437385142331845
80,2023-05-08 20:00:00,-79.82063088436394,151.90487177268892,-81.33985390412201,24.59211264217329,0.338388018693748
81,2023-05-08 21:00:00,-89.34826928659305,101.98230433994624,-82.63143613353584,22.51461127136627,0.4345187619186244
82,2023-05-08 22:00:00,-96.07764750413524,183.37291623350697,-74.79218040222769,21.8200139683244,0.6213156741235861
83,2023-05-08 23:00:00,-90.71086649036964,140.19920174533124,-82.60121772239026,11.851344954730964,0.2886216302877255
84,2023-05-09 00:00:00,-87.90238336480505,165.3924490067314,-93.13390122128033,15.94990031777587,0.2402510661844687
85,2023-05-09 01:00:00,-97.19033683065231,31.616880521222363,-76.37347333839278,21.777187520198204,0.291373826069244
86,2023-05-09 02:00:00,-93.4377257192414,30.96647261848849,-61.22531729841613,20.90203082629941,0.5275670196170125
87,2023-05-09 03:00:00,-95.1058204994798,20.188143294002053,-99.3416256226226,14.182132549729817,0.4297918516099475
88,2023-05-09 04:00:00,-85.14842036661311,150.01103714578224,-101.81543856989995,12.331785094522818,0.2867066327054935
89,2023-05-09 05:00:00,-93.33277317317584,87.92236410200982,-60.57304009827424,21.74116935159894,0.4605445721855594
90,2023-05-09 06:00:00,-89.29494473931801,83.75998349189669,-89.36898241217573,25.999935507300123,0.3911795915580067
91,2023-05-09 07:00:00,-87.32309108076113,115.886056605783,-101.73841721090504,29.4134179674396,0.5364408317554815
92,2023-05-09 08:00:00,-88.91593487903778,78.88785082852016,-98.8774905431537,28.21214228544069,0.2579911510204413
93,2023-05-09 09:00:00,-89.12189544998867,183.7113842560657,-101.6580536731134,25.82563211616573,0.3203896422337053
94,2023-05-09 10:00:00,-81.34715845430983,149.9670911961484,-73.27516619930715,25.70085331868333,0.3096486411446404
95,2023-05-09 11:00:00,-87.14471916661647,61.11633456022071,-96.82783650131005,26.600636448305373,0.1310808419779802
96,2023-05-09 12:00:00,-82.61777592402042,170.4040987438654,-77.52882026460455,24.40024167382225,0.4243533795107627
97,2023-05-09 13:00:00,-87.41601761947689,109.81557972740346,-60.73613825970712,14.32144958427758,0.4185092120299816
98,2023-05-09 14:00:00,-83.02760784757481,109.76391348802062,-98.04337847196538,19.3917002037058,0.3758522427737435
99,2023-05-09 15:00:00,-87.99027930504076,77.04245255555486,-95.64511149381512,13.446884870854202,0.3359021444374755
100,2023-05-09 16:00:00,-92.73860196220228,28.54103636397768,-84.29650984237152,27.074460751633417,0.1391048763249309
101,2023-05-09 17:00:00,-93.15853893209372,87.98660678669734,-64.03380478535561,22.90643085746757,0.3048924462057735
102,2023-05-09 18:00:00,-91.7488983174472,14.757756983201984,-98.74020628279196,14.700379345737646,0.3178809139122051
103,2023-05-09 19:00:00,-83.89138744983164,197.0293431945965,-57.99154816858528,13.974899928848483,0.2412871217963968
104,2023-05-09 20:00:00,-92.02755435058177,29.211341555570847,-76.73659285527972,23.14461986229284,0.3481190480556652
105,2023-05-09 21:00:00,-93.70695735791712,193.40718261923627,-69.65237664719103,27.347707425430464,0.4423418094690897
106,2023-05-09 22:00:00,-91.63422042036136,152.67427137216166,-111.56901882275191,16.556455225124395,0.6893643168684218
107,2023-05-09 23:00:00,-88.34718652774488,161.98265952907013,-79.68016595707742,28.091547752407827,0.4040963021386398
108,2023-05-10 00:00:00,-89.901157335013,16.41736790461686,-81.44884488404233,12.673076746555411,0.4179250651204608
109,2023-05-10 01:00:00,-86.70442258519694,95.3182118522774,-79.99589216292601,13.475090687620131,0.3625923473723055
110,2023-05-10 02:00:00,-88.6907765837235,183.8334685741575,-78.78338338419,11.650995348661272,0.0552047974501597
111,2023-05-10 03:00:00,-86.36590416164742,104.28755308570268,-97.39547905344968,16.912029042450804,0.3705810207584639
112,2023-05-10 04:00:00,-86.28952399334479,135.11492532075906,-105.76223420263187,15.021858149895367,0.3850383683235043
113,2023-05-10 05:00:00,-84.82632864375962,51.119855452536086,-90.74282173579174,23.34280758098993,0.7855403520808812
114,2023-05-10 06:00:00,-87.4340894495617,91.1557360878267,-76.0695286407024,23.16762763542492,0.3429398392031463
115,2023-05-10 07:00:00,-96.13474333363136,180.8913630499449,-72.65667708549753,29.963213447743684,0.4252578903889354
116,2023-05-10 08:00:00,-85.05329789035281,121.61161222913596,-84.23027629037531,16.969642457053205,0.3692147050491261
117,2023-05-10 09:00:00,-85.60328215835914,167.8937413352001,-86.95392354082904,18.93112876928128,0.1802203270634113
118,2023-05-10 10:00:00,-89.22716201977427,123.98622499770448,-60.81244169757439,21.23717542677701,0.5654704690858368
119,2023-05-10 11:00:00,-88.59827138730317,146.08953568281513,-88.38204557676764,13.386952773387565,0.5003221721144624
120,2023-05-10 12:00:00,-89.18054638741316,129.43051509110987,-97.71157968129732,16.964323771336126,0.5068386578405079
121,2023-05-10 13:00:00,-84.88771597490009,35.573973693702314,-68.16198129661224,11.65521357357342,0.2234354242008768
122,2023-05-10 14:00:00,-86.84429818531154,157.67133050108689,-70.47332628753955,27.131908655879275,0.6087990518226833
123,2023-05-10 15:00:00,-91.48366719240444,31.14844022994966,-81.202069853965,26.701286894781543,0.1413581562012865
124,2023-05-10 16:00:00,-82.23007034093297,98.20529276508702,-66.71057726914374,28.41205739896655,0.4728095156333785
125,2023-05-10 17:00:00,-92.01487518133725,133.31900006992976,-75.53773329649678,27.73286539678121,0.7400759376349965
126,2023-05-10 18:00:00,-86.12101857755196,130.125412203519,-93.65922209643048,18.320766843069823,0.2099106124782185
127,2023-05-10 19:00:00,-91.12218882240596,14.701584853954405,-66.37756196578788,11.734307029686583,0.2806170450662046
128,2023-05-10 20:00:00,-92.38949655399884,167.19322411628437,-115.25904426107056,18.8849635905069,0.3916085608479402
129,2023-05-10 21:00:00,-88.68274288579275,89.60126877388089,-69.4655016653087,12.330209795605072,0.2910873909806334
130,2023-05-10 22:00:00,-79.78891487221186,169.13198288203898,-75.01558486756053,12.713415489822737,0.1165560948223112
131,2023-05-10 23:00:00,-95.24325221449084,93.57556308157773,-76.88160435128923,28.30605405398009,0.3864271624676713
132,2023-05-11 00:00:00,-91.5068819548713,39.610204551519104,-97.974458870865,27.082821881350995,0.1979493810456492
133,2023-05-11 01:00:00,-88.38108617205637,141.87758386915095,-97.18774018636388,18.97105473089164,0.4539320717725302
134,2023-05-11 02:00:00,-87.22930080493809,143.1786600825293,-98.80624610709415,11.089071133121925,0.2217626276276995
135,2023-05-11 03:00:00,-95.6582037813073,68.70124729012959,-108.95440130381893,22.06184731043413,0.6333224008362566
136,2023-05-11 04:00:00,-85.59234895807363,181.918584189762,-87.25170384887157,20.67511318718644,0.2444577846106271
137,2023-05-11 05:00:00,-90.43078806718847,38.13044889735141,-81.52732923729135,27.250128336335404,0.3213230806323874
138,2023-05-11 06:00:00,-92.08513708490445,94.12007221869348,-90.17914789915768,13.574310246886949,0.5105862028949449
139,2023-05-11 07:00:00,-85.22102020320824,165.79601632908805,-100.45582577202434,13.899958798484873,0.1698559472610075
140,2023-05-11 08:00:00,-92.6694813384232,155.98516911782218,-50.93375430192856,22.77754835182229,0.4129099891006883
141,2023-05-11 09:00:00,-82.90793276216822,116.92418713446712,-74.34120379079991,15.165563870630816,0.5928571257137382
142,2023-05-11 10:00:00,-89.76651791546716,188.1458617584796,-74.1303901735927,21.032955712772456,0.1070861275731287
143,2023-05-11 11:00:00,-104.07868423054404,43.73004005285246,-90.04954695496748,21.83069913678888,0.405772309755384
144,2023-05-11 12:00:00,-106.20114113476026,11.66162777583596,-75.50646390353356,28.20097017789523,0.4183137990414038
145,2023-05-11 13:00:00,-84.82968870150658,47.90315195464383,-83.56263177523901,26.342585138559755,0.5053038119628851
146,2023-05-11 14:00:00,-82.2906218683911,164.9610301221237,-64.82829277638515,11.675814720834506,0.1688415481869863
147,2023-05-11 15:00:00,-88.47418460710131,122.05067594519468,-73.03805235709416,21.007353143298094,0.1549238978192872
